ResponseId,MainBranch,EdLevel,Employment,YearsCode,DevType,RemoteWork,Country,LanguageHaveWorkedWith,DatabaseHaveWorkedWith,PlatformHaveWorkedWith,ConvertedCompYearly
20560,I am a developer by profession,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,7.0,"Developer, full-stack","Your choice (very flexible, you can come in when you want or just as needed)",United States of America,C#;HTML/CSS;SQL;TypeScript;Visual Basic (.Net),Microsoft SQL Server,Docker;Microsoft Azure;NuGet;Splunk,59000.0
20562,I am a developer by profession,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,28.0,Other (please specify):,Remote,Greece,Bash/Shell (all shells);HTML/CSS;Java;Python;TypeScript,MongoDB;MySQL,Docker;Gradle;Maven (build tool);npm,42925.0
20563,I am a developer by profession,Some college/university study without earning a degree,Employed,20.0,"Developer, game or graphics","Your choice (very flexible, you can come in when you want or just as needed)",United Kingdom of Great Britain and Northern Ireland,C++;JavaScript;Python,PostgreSQL;Snowflake;SQLite,APT;Cargo;Docker;Pip,95299.0
20565,I am a developer by profession,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,12.0,"Developer, back-end","Hybrid (some in-person, leans heavy to flexibility)",Germany,Bash/Shell (all shells);Go;Java;JavaScript;Kotlin;Python;Ruby;Scala;TypeScript,BigQuery;Dynamodb;Elasticsearch;MongoDB;MySQL;PostgreSQL;Redis;SQLite,Amazon Web Services (AWS);Cloudflare;Docker;Firebase;Google Cloud;Kubernetes;Make;npm;Pip;Prometheus;Terraform,131097.0
20567,I work with developers or my work supports developers but am not a developer by profession,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,26.0,Engineering manager,"Hybrid (some in-person, leans heavy to flexibility)",Belarus,Dart;HTML/CSS;JavaScript;Python;SQL;TypeScript,PostgreSQL,Amazon Web Services (AWS);Docker;Google Cloud;Microsoft Azure;npm;NuGet;Pip,100000.0
20569,"I am not primarily a developer, but I write code sometimes as part of my work/studies","Professional degree (JD, MD, Ph.D, Ed.D, etc.)",Employed,11.0,Academic researcher,"Your choice (very flexible, you can come in when you want or just as needed)",United States of America,Bash/Shell (all shells);MATLAB;Python;R,,,69000.0
20571,I am a developer by profession,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",Student,2.0,"Developer, full-stack",In-person,France,C;C#;HTML/CSS;JavaScript;SQL;TypeScript;VBA,Microsoft Access;Microsoft SQL Server,Docker,9745.0
20572,I am a developer by profession,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,12.0,"Developer, full-stack","Hybrid (some in-person, leans heavy to flexibility)",Sweden,Bash/Shell (all shells);C++;Go;JavaScript;PowerShell;TypeScript,PostgreSQL;Redis,Amazon Web Services (AWS);Docker;npm;Podman;Vite;Yarn,83857.0
20577,I am a developer by profession,Some college/university study without earning a degree,Employed,8.0,"Developer, full-stack",In-person,Brazil,Ada;Assembly;Bash/Shell (all shells);C;C#;C++;Delphi;GDScript;HTML/CSS;Java;JavaScript;Lisp;Lua;PowerShell;Prolog;Python;SQL,Oracle;PostgreSQL,APT;Docker;Google Cloud;Gradle;Make;Maven (build tool);Ninja;npm;NuGet;Pacman;Pip;Yarn,18204.0
20578,"I used to be a developer by profession, but no longer am","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Not employed,25.0,DevOps engineer or professional,,United States of America,Bash/Shell (all shells);C;Zig,,Docker;Make;Podman,40000.0
20579,I am a developer by profession,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,19.0,"Developer, full-stack","Hybrid (some in-person, leans heavy to flexibility)",Germany,Bash/Shell (all shells);HTML/CSS;Java;JavaScript;Kotlin;Python;SQL;TypeScript,BigQuery;Microsoft SQL Server;PostgreSQL,Datadog;Docker;Google Cloud;Gradle;Homebrew;Kubernetes;npm;Pip;Podman;Terraform;Webpack;Yarn,191424.0
20581,I am a developer by profession,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,20.0,"Developer, full-stack","Your choice (very flexible, you can come in when you want or just as needed)",Ukraine,Bash/Shell (all shells);HTML/CSS;JavaScript;PowerShell;Python;Rust;SQL;TypeScript,Cassandra;Dynamodb;Elasticsearch;PostgreSQL;Redis;SQLite,Amazon Web Services (AWS);Cloudflare;Composer;Digital Ocean;Docker;Firebase;Google Cloud;npm;Pacman;Pip;pnpm;Prometheus;Terraform;Webpack;Yarn,75410.0
20582,I am a developer by profession,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Independent contractor, freelancer, or self-employed",15.0,"Developer, full-stack",,India,HTML/CSS;JavaScript,MongoDB;MySQL,Microsoft Azure;npm,41846.0
20583,"I am not primarily a developer, but I write code sometimes as part of my work/studies","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,20.0,System administrator,In-person,United States of America,Bash/Shell (all shells);C;HTML/CSS;JavaScript;Python;SQL,MariaDB;MySQL,Ansible;APT;Make;npm;Pip;Podman;Prometheus;Yarn,75000.0
20584,I am a developer by profession,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,37.0,"Developer, full-stack","Your choice (very flexible, you can come in when you want or just as needed)",Canada,JavaScript;TypeScript,MongoDB,Amazon Web Services (AWS);Datadog;Docker;Webpack,160508.0
20590,I am a developer by profession,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,40.0,"Developer, full-stack",In-person,Japan,Bash/Shell (all shells);Go;HTML/CSS;JavaScript;Kotlin;Python;SQL;Swift;TypeScript,MariaDB;MySQL;PostgreSQL;Redis,Amazon Web Services (AWS);APT;Bun;Docker;Google Cloud;Gradle;npm;Pip;Vite;Webpack;Yarn,49744.0
20592,"I am not primarily a developer, but I write code sometimes as part of my work/studies","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,10.0,"Developer, front-end","Hybrid (some in-person, leans heavy to flexibility)",Canada,HTML/CSS;JavaScript;PHP;PowerShell;SQL,Microsoft SQL Server;MySQL;PostgreSQL;Redis,Docker;Firebase;Microsoft Azure,62015.0
20594,I am a developer by profession,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,6.0,"Developer, back-end",Remote,Egypt,JavaScript;PHP,Elasticsearch;MySQL;Redis,Docker;Firebase;npm,17975.0
20595,I am a developer by profession,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,5.0,Data engineer,Remote,Austria,JavaScript;Python,Microsoft SQL Server;MySQL;PostgreSQL;SQLite,,33296.0
20597,I am a developer by profession,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,30.0,"Developer, full-stack","Hybrid (some in-person, leans heavy to flexibility)",Norway,,Oracle,,92898.0
20598,I work with developers or my work supports developers but am not a developer by profession,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",Employed,33.0,Engineering manager,"Your choice (very flexible, you can come in when you want or just as needed)",Denmark,,,,12286.0
20600,I am a developer by profession,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,2.0,Database administrator or engineer,"Hybrid (some in-person, leans heavy to flexibility)",United States of America,,Microsoft SQL Server,Microsoft Azure;Pip,80000.0
20603,I am a developer by profession,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Independent contractor, freelancer, or self-employed",10.0,"Developer, back-end",,Canada,C#;F#;OCaml;Rust,Dynamodb;MariaDB;Microsoft SQL Server;MySQL;PostgreSQL;Redis,,58367.0
20604,I am a developer by profession,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,12.0,"Developer, full-stack","Hybrid (some remote, leans heavy to in-person)",Mexico,C#;JavaScript;SQL;TypeScript;Visual Basic (.Net),IBM DB2;Microsoft SQL Server;SQLite,Docker;Microsoft Azure;npm;NuGet;pnpm;Vercel;Yarn,20319.0
20605,I am a developer by profession,Some college/university study without earning a degree,"Independent contractor, freelancer, or self-employed",21.0,"Developer, full-stack",,Poland,Bash/Shell (all shells);C#;HTML/CSS;SQL;TypeScript;Zig,Microsoft SQL Server,,86721.0
20609,I am a developer by profession,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,20.0,Data engineer,"Hybrid (some in-person, leans heavy to flexibility)",Germany,Bash/Shell (all shells);Go;Java;JavaScript;Lua;Python;Ruby;Scala;SQL;TypeScript,BigQuery;Cloud Firestore;Dynamodb;Firebase Realtime Database;MariaDB;MySQL;PostgreSQL;SQLite,Cargo;Docker;Firebase;Google Cloud;Homebrew;Kubernetes;Make;Maven (build tool);Pacman;Pip;Terraform,116015.0
20613,I am a developer by profession,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",Not employed,14.0,"Developer, desktop or enterprise applications",,Germany,Bash/Shell (all shells);C;C++;Go;HTML/CSS;JavaScript;Python;Rust;SQL;Zig,MariaDB;Microsoft SQL Server;MongoDB;MySQL;PostgreSQL;SQLite;Cockroachdb,,81210.0
20614,I am a developer by profession,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Independent contractor, freelancer, or self-employed",14.0,"Architect, software or solutions",,Netherlands,Bash/Shell (all shells);Java;JavaScript;Python;TypeScript,Elasticsearch;MongoDB,Cloudflare;Docker;Homebrew;Kubernetes;Maven (build tool);Microsoft Azure;Pacman,75410.0
20615,I am a developer by profession,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,22.0,"Developer, full-stack",In-person,United States of America,C#;HTML/CSS;SQL;TypeScript,Microsoft SQL Server,,148000.0
20617,I am a developer by profession,Primary/elementary school,Employed,10.0,"Developer, full-stack","Your choice (very flexible, you can come in when you want or just as needed)",Spain,Bash/Shell (all shells);HTML/CSS;JavaScript;PHP;Python;SQL,MongoDB;MySQL;PostgreSQL;Redis;SQLite,,37125.0
20618,I am a developer by profession,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)","Independent contractor, freelancer, or self-employed",20.0,"Developer, full-stack",,Bosnia and Herzegovina,Bash/Shell (all shells);Elixir;HTML/CSS;JavaScript;SQL,PostgreSQL;Redis;Cockroachdb,Amazon Web Services (AWS);APT;Docker;Google Cloud;Homebrew;Make;npm,47000.0
20623,I am a developer by profession,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,8.0,"Developer, full-stack","Hybrid (some remote, leans heavy to in-person)",Sweden,,,,56604.0
20624,I am a developer by profession,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,18.0,"Architect, software or solutions","Hybrid (some in-person, leans heavy to flexibility)",United States of America,Bash/Shell (all shells);F#;Java;JavaScript;Kotlin;PowerShell;Python;SQL;TypeScript,BigQuery;Cassandra;Cosmos DB;Elasticsearch;PostgreSQL;Redis,Docker;Google Cloud;Gradle;Kubernetes;Microsoft Azure;npm;NuGet;Pip;Prometheus;Splunk;Yarn,385000.0
20625,I am a developer by profession,Some college/university study without earning a degree,Employed,20.0,"Developer, full-stack",Remote,United States of America,Bash/Shell (all shells);HTML/CSS;JavaScript;PHP;SQL;TypeScript,MariaDB;Microsoft SQL Server;MySQL;Oracle;PostgreSQL;SQLite;Supabase,Amazon Web Services (AWS);Ansible;APT;Chocolatey;Cloudflare;Composer;Digital Ocean;Docker;Heroku;npm;NuGet;Vercel;Vite;Webpack,130000.0
20626,I am a developer by profession,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,35.0,"Developer, desktop or enterprise applications","Hybrid (some remote, leans heavy to in-person)",United States of America,C++,,,160000.0
20627,I am a developer by profession,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,15.0,"Developer, back-end","Hybrid (some remote, leans heavy to in-person)",Israel,HTML/CSS;Java;JavaScript;TypeScript,BigQuery;Cloud Firestore;Elasticsearch;MySQL;Redis,Docker;Firebase;Google Cloud;Kubernetes;Maven (build tool);Netlify;npm;Vite;Webpack,11472.0
20631,I am a developer by profession,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Independent contractor, freelancer, or self-employed",40.0,"Architect, software or solutions","Hybrid (some in-person, leans heavy to flexibility)",Chile,JavaScript;Python;Ruby;SQL,Elasticsearch;Microsoft SQL Server;PostgreSQL;Redis;SQLite,Docker;Firebase;Homebrew,106030.0
20633,"I used to be a developer by profession, but no longer am","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,28.0,Product manager,"Hybrid (some in-person, leans heavy to flexibility)",Switzerland,HTML/CSS;Java;Python;SQL,BigQuery;Cloud Firestore;Elasticsearch;Firebase Realtime Database;MySQL;PostgreSQL,Docker;Firebase;Google Cloud;Gradle;Homebrew;Kubernetes;Maven (build tool);npm;Pip;Prometheus;Splunk;Terraform,179790.0
20637,"I am not primarily a developer, but I write code sometimes as part of my work/studies",Some college/university study without earning a degree,Employed,27.0,DevOps engineer or professional,"Hybrid (some remote, leans heavy to in-person)",Poland,Bash/Shell (all shells);Perl;Python,,Ansible;APT;Docker;Google Cloud;Homebrew;Kubernetes;Make;npm;Pip;Prometheus;Terraform,5185.0
20639,"I am not primarily a developer, but I write code sometimes as part of my work/studies",Some college/university study without earning a degree,Student,6.0,Student,In-person,United States of America,C#;HTML/CSS;Java;JavaScript;PowerShell;Python,Microsoft SQL Server;MongoDB,,5000.0
20640,I am a developer by profession,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,27.0,"Architect, software or solutions",Remote,United States of America,C#;JavaScript;SQL;TypeScript,Microsoft SQL Server;MySQL;Oracle;PostgreSQL;Redis,Chocolatey;Cloudflare;Docker;Kubernetes;NuGet,165000.0
20641,I am a developer by profession,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,16.0,"Architect, software or solutions",Remote,Germany,Bash/Shell (all shells);C#;C++;Go;PowerShell;Python;Rust;SQL;TypeScript,PostgreSQL;Redis;SQLite,Chocolatey;Datadog;Docker;Google Cloud;Kubernetes;Microsoft Azure;Terraform;Yarn,139218.0
20643,I am a developer by profession,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,35.0,"Architect, software or solutions","Hybrid (some in-person, leans heavy to flexibility)",Netherlands,Bash/Shell (all shells);C;Java;Lua;Python;Scala,,,104413.0
20646,I am a developer by profession,"Associate degree (A.A., A.S., etc.)","Independent contractor, freelancer, or self-employed",12.0,"Developer, back-end",,Sweden,C#;HTML/CSS;JavaScript;PowerShell;Python;SQL;TypeScript,Cosmos DB;Microsoft SQL Server;SQLite,Cloudflare;Kubernetes;Microsoft Azure;MSBuild;npm;NuGet;Terraform,62893.0
20649,I am a developer by profession,Some college/university study without earning a degree,Employed,10.0,"Developer, full-stack",Remote,Ukraine,Bash/Shell (all shells);C#;Go;HTML/CSS;JavaScript;TypeScript,,Cloudflare;Datadog;Docker;Google Cloud;Homebrew;Kubernetes;pnpm;Prometheus;Terraform;Vite;Yarn,60000.0
20650,I am a developer by profession,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,18.0,"Developer, back-end",Remote,United Kingdom of Great Britain and Northern Ireland,HTML/CSS;Python;SQL,PostgreSQL,Amazon Web Services (AWS);APT;Docker;Gradle;Make;Pip;Poetry;Terraform,74878.0
20651,I am a developer by profession,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,40.0,Data engineer,Remote,United States of America,Bash/Shell (all shells);HTML/CSS;Java;Lisp;Python;SQL,BigQuery;Datomic;Oracle;PostgreSQL;Redis,Composer;Docker;Google Cloud;Homebrew;Make;npm;Poetry;Terraform,145000.0
20652,I am a developer by profession,Some college/university study without earning a degree,Employed,11.0,"Developer, desktop or enterprise applications",Remote,United States of America,Bash/Shell (all shells);C#;HTML/CSS;JavaScript;PowerShell;Ruby;SQL;TypeScript,Cosmos DB;MongoDB,Chocolatey;Homebrew;Microsoft Azure;npm,90000.0
20654,I am a developer by profession,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,40.0,DevOps engineer or professional,Remote,United States of America,Bash/Shell (all shells);C#;PowerShell,Microsoft SQL Server;PostgreSQL,Amazon Web Services (AWS);Docker;MSBuild;New Relic;NuGet;Pacman;Podman;Terraform,149000.0
20655,I am a developer by profession,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,13.0,"Developer, QA or test","Hybrid (some in-person, leans heavy to flexibility)",Belgium,C#;F#;HTML/CSS;PowerShell;SQL;TypeScript;VBA,Microsoft SQL Server,,48726.0
20656,I am a developer by profession,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Independent contractor, freelancer, or self-employed",16.0,Academic researcher,,Czech Republic,Bash/Shell (all shells);C++;HTML/CSS;JavaScript;Python,SQLite,,46806.0
20657,I am a developer by profession,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,15.0,"Architect, software or solutions","Hybrid (some remote, leans heavy to in-person)",France,Bash/Shell (all shells);HTML/CSS;JavaScript;PHP;SQL;TypeScript,Dynamodb;Elasticsearch;MySQL;PostgreSQL;Redis,Amazon Web Services (AWS);APT;Composer;Datadog;Docker;Google Cloud;Homebrew;Kubernetes;Make;New Relic;npm;Prometheus,81210.0
20658,I am a developer by profession,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,12.0,"Developer, embedded applications or devices","Hybrid (some in-person, leans heavy to flexibility)",Germany,C;C#;C++;JavaScript;Lua;Python,,Docker;Microsoft Azure;Pip,69609.0
20662,I am a developer by profession,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",Employed,11.0,"Developer, full-stack","Your choice (very flexible, you can come in when you want or just as needed)",Italy,Dart;HTML/CSS;Java;JavaScript;Kotlin;PHP;TypeScript,H2;PostgreSQL;SQLite,Docker;Google Cloud;Gradle;Kubernetes;Maven (build tool);npm;Vite;Webpack;Yarn,27844.0
20663,I am a developer by profession,"Associate degree (A.A., A.S., etc.)",Employed,28.0,Cloud infrastructure engineer,"Hybrid (some in-person, leans heavy to flexibility)",United States of America,Bash/Shell (all shells);C#;Dart;Go;HTML/CSS;JavaScript;Kotlin;PowerShell;SQL,Cloud Firestore;Cosmos DB;Microsoft SQL Server,Firebase;Kubernetes;Microsoft Azure;Terraform,180000.0
20664,"I am not primarily a developer, but I write code sometimes as part of my work/studies",Some college/university study without earning a degree,Employed,30.0,Other (please specify):,Remote,Germany,C#;HTML/CSS;Kotlin;Python;SQL;TypeScript,InfluxDB;MariaDB;MySQL;Oracle;PostgreSQL,Amazon Web Services (AWS);Ansible;Docker;Gradle;Homebrew;Kubernetes;Pip;pnpm;Prometheus;Vercel;Yarn,162421.0
